,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
3626,Reinstall ESXi on lsst-dm-mac.lsst.org,2.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3627,Pythonic type names in pybind11 docstrings,4.0,0.0,0.4358974358974359,0.4358974358974359
3628,"Processing run on ctio .9-m, January 2017 ",8.0,0.7582292849035187,0.08333333333333333,0.08333333333333333
3629,Provide Task documentation for SnapPsfMatchTask,2.0,0.02043132803632236,0.08516483516483517,0.08424908424908426
3630,Ensure __str__ and __repr__ copied from Swig,4.0,0.4699205448354143,0.4358974358974359,0.4358974358974359
3631,"Lomb-scargle step method input default values, valid ranges and labels need more work",6.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
3632,calibrateTask.py example not working on current stack,1.0,0.0,0.01282051282051282,0.01282051282051282
3633,Create 2D monotonic operator for NMF deblender,4.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
3634,Check landscape.io is working with lsst/qserv repos,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3635,Autoupdating and self-publishing API documentation for imgserv,10.0,0.12145289443813848,0.07783882783882784,0.07783882783882784
3636,Implement global sky subtraction,10.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3637,Provide Task documentation for AssembleCcdTask,4.0,0.38819523269012485,0.08516483516483517,0.08424908424908426
3638,Implement file transfer in DR tool,6.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3639,Test file transfer for DR tool,5.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3640,Wrap ci_hsc with pybind11,4.0,0.2054483541430193,1.0,1.0
3641,Write release notes for pybind11 port,3.0,0.2054483541430193,1.0,1.0
3642,working directory recovery in pegasus investigation,2.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
3643,Catch-and-ignore should not apply to any exception,4.0,0.0,0.4358974358974359,0.4358974358974359
3644,Provide Task documentation for IsrTask,4.0,0.38819523269012485,0.08516483516483517,0.08424908424908426
3645,astrometry_net_data version has regressed to 8.0.0,0.75,0.5550510783200908,0.4065934065934066,0.4065934065934066
3646,magnitude shoud be plotted in decrease order in period finding layout,1.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
3647,newinstall.sh broken by conda package removal from public channels,1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
3648,Add feature to overlay the searched position on the coverage image.,3.0,0.27809307604994327,0.07692307692307693,0.07875457875457875
3649,Help IN2P3 scientist to load stack processed data inside Qserv,5.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3650,Changes in the SQUASH API to upload metrics definition ,5.6,0.7298524404086265,0.5576923076923077,0.5576923076923077
3651,Provide HSC test data for deblending,8.0,0.07491486946651532,1.0,1.0
3652,Provide high-stellar-density fields for deblender testing,4.0,0.07491486946651532,1.0,1.0
3653,Implement PSF convolution operator in 2D,6.0,0.3337116912599319,1.0,1.0
3654,Implement NMF with alternating least squares,4.0,0.3337116912599319,1.0,1.0
3655,Implement validation metrics for NMF outputs,6.0,0.3337116912599319,1.0,1.0
3656,Study deblending techniques,4.0,0.3337116912599319,1.0,1.0
3657,Cleanup pybind11 code in afw,3.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3658,Higher order models for jointcal photometric solutions,45.0,0.5675368898978433,0.44047619047619047,0.4413919413919414
3659,Remove workaround and fix pickling for BasisTypeEnum,2.0,0.0,0.21428571428571427,0.21428571428571427
3660,Create hscIsr.py script,2.0,0.11577752553916004,0.08058608058608059,0.08058608058608059
3661,port jointcal to pybind11,8.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3662,Cleanup pybind11 code in core meas and ip packages,4.0,0.2054483541430193,0.9807692307692307,0.9807692307692307
3663,Cleanup pybind11 remaining code,4.0,0.2054483541430193,0.9807692307692307,0.9807692307692307
3664,Implement new spatially-variable PhotoCalib model,16.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3665,design new Calib object and interface,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3666,Investigate meas_mosiac's photometric model,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3667,Implement improved jointcal photometric fit,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3668,cutout size parameter is not passed in the request by the download dialog,1.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
3669,runIsrTask.py example (also) not working on current stack ,1.0,0.0,0.01282051282051282,0.01282051282051282
3670,Plan for S17-3 sprint,5.0,0.7582292849035187,1.0,1.0
3671,Plan for S17-4 sprint,5.0,0.7582292849035187,1.0,1.0
3672,tests/testPsfDetermination.py has a broken test,2.0,0.0,0.8232600732600732,0.8232600732600732
3673,Resolve variances and/or provide narratives for LSST ME 16-12,2.0,0.7582292849035187,1.0,1.0
3674,Resolve variances and/or provide narratives for LSST ME 17-01,2.0,0.7582292849035187,1.0,1.0
3675,Monthly narrative for December 2016,1.5,0.7582292849035187,1.0,1.0
3676,DRP monthly narrative for January 2017,1.5,0.7582292849035187,1.0,1.0
3677,Recruitment in January 2017,5.0,0.7582292849035187,1.0,1.0
3678,Recruitment in Feb 2017,4.0,0.7582292849035187,1.0,1.0
3679,Precision of expression columns,2.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
3680,Change Executor's data passing mechanism,10.0,0.1452894438138479,0.07234432234432235,0.07142857142857142
3681,Mid-cycle replan,5.0,0.7582292849035187,1.0,1.0
3682,Allow Executor to work with pre-exisiting dataset repositories,1.0,0.1452894438138479,0.07234432234432235,0.07142857142857142
3683,Investigate whether DRP team members can ticket personal work on JIRA,1.0,0.7582292849035187,1.0,1.0
3684,Fix gaps in afw test coverage,6.0,0.0,0.9807692307692307,0.9807692307692307
3685,Remove makeVisitInfo,0.5,0.0,0.9807692307692307,0.9807692307692307
3686,Remove afw::image::ImageSlice,2.0,0.0,0.9807692307692307,0.9807692307692307
3687,afw::math::Function should be pure-virtual,2.0,0.0,0.9807692307692307,0.9807692307692307
3688,Replace afw::geom::Functor with std::function,1.0,0.0,0.9807692307692307,0.9807692307692307
3689,Convert some afw enums into class enums,2.0,0.0,0.9807692307692307,0.9807692307692307
3690,Use ndarray instead of std::vector in RadialXYTransform,1.0,0.0,0.9807692307692307,0.9807692307692307
3691,Use ndarray instead of std::vector in afw::math::Function and Kernel,2.0,0.0,0.9807692307692307,0.9807692307692307
3692,Delegate to Astropy for coordinate stringification,2.0,0.0,0.9807692307692307,0.9807692307692307
3693,Replace afw.geom.Angle with Astropy Quantities in Python,6.0,0.0,0.9807692307692307,0.9807692307692307
3694,Revisit wrapping C++ Control objects into Python Config objects.,6.0,0.0,0.9807692307692307,0.9807692307692307
3695,Refactor Fastly API client from LTD Keeper to LTD Conveyor,0.4,0.9125993189557321,0.6565934065934066,0.6538461538461539
3696,Rewrite ndarray pybind11 type_casters to avoid numpy C API,4.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3697,Add VERBOSE logging option to log,1.0,0.5743473325766175,0.7976190476190477,0.7994505494505495
3698,Pad Psfs before PSF-matching,6.0,0.300794551645857,0.43315018315018317,0.43315018315018317
3699,implement a fixed-length weekly tag format,0.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
3700,Add default constructor to new Footprints,1.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
3701,Use Pegasus to do ProcessCcd with a subset of HSC COSMOS data on /datasets/hsc,1.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
3702,Delete FlipLR  class since it is no longer used,0.5,0.0,0.047619047619047616,0.04945054945054945
3703,Onboarding form Tim Morton,0.1,0.7582292849035187,1.0,1.0
3704,Update local onboarding guide,0.25,0.7582292849035187,1.0,1.0
3705,squash KPM plots should label the time axis with a timezone,0.5,0.7298524404086265,0.4065934065934066,0.4065934065934066
3706,squash KPM plot points are ~8 hours ahead of UTC,1.4,0.7298524404086265,0.4065934065934066,0.4065934065934066
3707,Replacing JS package manager npm with yarn,1.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
3708,perodic `mysqldump`s of squash qadb,4.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
3709,Implement search processor(s) to support All Sky mode,4.0,0.10556186152099886,0.0173992673992674,0.0173992673992674
3710,"Implement ""All Sky"" mode in LSST catalog and image search panels",4.0,0.15664018161180476,0.0173992673992674,0.0173992673992674
3711,Modify FlagHandler C++ and flagDecorator.py to make flag identification robust,8.0,0.14982973893303064,0.054945054945054944,0.054945054945054944
3712,finish KeyMap and fix _decompose in astshim,2.0,1.0,0.8232600732600732,0.8232600732600732
3713,Rebase pybind11 branch onto latest master,2.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
3714,"Investigate bimodal distribution of footprint sizes for ""stars""",5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3715,Prepare for IRSA Time series viewer release,8.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
3716,Firefly is not working in Windows browser IE 11,8.0,0.15664018161180476,0.10347985347985347,0.10256410256410256
3717,Fix Search on developer.lsst.io,0.2,0.9125993189557321,0.09615384615384616,0.09615384615384616
3718,VM Cluster machine reset,5.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
3719,Modify pybind11 sconsUtils to only prepend underscore if not already present,0.5,1.0,0.21428571428571427,0.21428571428571427
3720,add hsc dataset to jenkins validate_drp job,6.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
3721,Provide Task documentation for SourceDeblendTask,2.0,0.0,0.08516483516483517,0.08424908424908426
3722,Investigate exception handling in PYBIND11_PLUGIN,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3723,Update git-lfs repositories to address deprecations.,2.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3724,Use C++ for OCS Bridge to DMCS subscribe as well as Publish,34.0,0.19296254256526674,0.14652014652014653,0.14652014652014653
3725,Test module for DMCS,6.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
3726,Test for OCS Bridge,6.0,0.19296254256526674,0.14652014652014653,0.14652014652014653
3727,Add Audit capability to prompt processing,16.0,0.19296254256526674,0.14652014652014653,0.14652014652014653
3728,Operations planning - February,30.0,0.1112372304199773,0.8745421245421245,0.9010989010989011
3729,DM-wide replanning - February,10.0,0.1112372304199773,0.8745421245421245,0.9010989010989011
3730,Upgrade flask to 0.12 (stable),6.0,0.12145289443813848,0.07783882783882784,0.07783882783882784
3731,Add utility code for wrapping dict-like C++ objects,6.0,0.0,0.9807692307692307,0.9807692307692307
3732,Provide Task documentation for CmdLineTask,4.0,1.0,0.08516483516483517,0.08424908424908426
3733,Add ability to security lock specific RFCs,0.25,0.18047673098751418,0.7976190476190477,0.7994505494505495
3734,Downloaded table when columns are filtered one-by-one contains all the columns regardles user selection,6.0,0.2383654937570942,0.10347985347985347,0.10256410256410256
3735,Build Python doc using Sphinx,8.0,0.15664018161180476,0.4468864468864469,0.4441391941391941
3736,Port obs_monocam to pybind11,0.5,1.0,0.8232600732600732,0.8232600732600732
3737,Wrap obs_cfht with pybind11 instead of swig,0.5,1.0,0.21428571428571427,0.21428571428571427
3738,Wrap obs_decam with pybind11 instead of swig,0.5,1.0,0.21428571428571427,0.21428571428571427
3739,Wrap ctrl_platform_lsstvc with pybind11 instead of swig,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3740,Wrap cat with pybind11 instead of swig,0.1,1.0,0.21428571428571427,0.21428571428571427
3741,Provide Task documentation for RepairTask,4.0,0.38819523269012485,0.08516483516483517,0.08424908424908426
3742,Wrap ctrl_events with pybind11 instead of swig,6.0,1.0,0.21428571428571427,0.21428571428571427
3743,Wrap sphgeom with pybind11 instead of swig,6.0,0.049943246311010214,0.21428571428571427,0.21428571428571427
3744,Implement forced photometry server-side extension in PDAC,6.0,0.094211123723042,0.0695970695970696,0.06868131868131869
3745,Update FGCM fit parameter format,7.0,0.2814982973893303,0.20695970695970695,0.20695970695970695
3746,Port microservices to uwsgi,4.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3747,"How to write your own command line task, including how-to-retarget sub-tasks",4.0,1.0,0.08516483516483517,0.08424908424908426
3748,squash support for multiple filters per dataset,2.8,0.7298524404086265,0.4065934065934066,0.4065934065934066
3749,makeCamera.py has undefined variables,1.0,0.7582292849035187,0.8232600732600732,0.8232600732600732
3750,Get jointcal to work with pytest,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3751,The stripMetadata argument of makeWcs doesn't work reliably,0.5,1.0,0.8232600732600732,0.8232600732600732
3752,Add nginx logging into git-lfs,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3753,Improve install/configuration/tests documentation and migrate it to reST format,1.2,0.4177071509648127,0.3543956043956044,0.3543956043956044
3754,Implement parallel processing in L1DB prototype,8.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
3755,Install LSST stack on Perseus,0.5,0.7582292849035187,1.0,1.0
3756,Provide feedback on SUIT code,2.0,0.7582292849035187,1.0,1.0
3757,Per WBS breakout of DRP actuals for January 2017,1.0,0.7582292849035187,1.0,1.0
3758,Accounts for DRP team members on Perseus,0.1,0.7582292849035187,1.0,1.0
3759,Per WBS breakout of DRP actuals for February 2017,1.0,0.7582292849035187,1.0,1.0
